knljdkfl-1	UNASSIGNED
iolbaopf-1	kjkelnfd-1
iolbldie-1	kjkcpdap-1
iolbmdlo-1	kjkhajkm-1
iolbgnll-1	kjkgkooe-1
iolcahkf-1	kjkdlooj-1
jgnbhmcg-1	kjkeanpl-1
ioknahfn-1	kjkegjck-1
ioklkjak-1	kjkeohml-1
ioklbnmk-1	kjkfempn-1
iokjkpaj-1	kjkfhadp-1
iolbekjj-1	kjkgapom-1
iokkfffl-1	kjkgcpmf-1
iolbdmnn-1	kjkgmpao-1
iolkpmdd-1	kjkgoago-1
iokommih-1	kjkgpfhp-1
iokopkof-1	kjkhdndl-1
iokjndlm-1	kjkhfabl-1
iokpbgan-1	kjlbifel-1
iolmjcmn-1	kjkjehhc-1
iokjkcmi-1	kjkjeoca-1
ilkpgonp-1	kjlaphkn-1
iolnfjcp-1	kjklagdl-1
ilkpgfnc-1	kjlaobmg-1
illencbp-1	kjkmgdhb-1
illagohh-1	kjknfjmb-1
illdjmcc-1	kjknjecl-1
imemdflo-1	kjknlppm-1
imejcgjo-1	kjknojnn-1
imcpojji-1	kjkoegig-1
illcgfcc-1	kjkolgjc-1
illbemlh-1	kjkojahd-1
imekbegc-1	kjkpldkg-1
imcpdlpd-1	kjlacjem-1
iolobpdi-1	kjlakbff-1
illcpiff-1	kjlaocho-1
iokkmann-1	kjlbdeie-1
iolnbfih-1	kjlbeean-1
illekcke-1	kjldlmgh-1
ipmllkph-1	kjlfdkke-1
ipmkanej-1	kjlffdfh-1
ipmlfbbp-1	kjlfoebk-1
ipmlhgog-1	kjljdlgf-1
ioogkilh-1	kjlgcbap-1
ipaembem-1	kjlgeijp-1
iomnlfmg-1	kkfjeokc-1
ioockfbp-1	kjliedld-1
iooclpkp-1	kjliooak-1
ioocjjob-1	kjljcbke-1
ioohmgio-1	kjllahlk-1
ionmjhll-1	kjllonle-1
ionpgkoc-1	kjlmioig-1
ioobfphp-1	kjlndlig-1
ipmkmfhp-1	kjoapepg-1
iokcndfo-1	kjlnikdn-1
ionkmheg-1	kjlnlaci-1
ionknmpn-1	kjlnmgdl-1
iokcofif-1	kjlnoefe-1
ionlcaof-1	kjloella-1
ionhgdcc-1	kjlofgbp-1
iojnkcoi-1	kjloiaig-1
iojnkmko-1	ohccjhdo-1
ioojalgb-1	kjlooeje-1
ionempnn-1	kjlpadoo-1
iooiojbg-1	kjlpdcfa-1
ionnkeal-1	kjmadljg-1
ilmbhbel-1	kjmaepff-1
ilmebeig-1	kjmapomi-1
ilmcfogd-1	kjmannkh-1
illgjjhb-1	kjmbdchg-1
ilmjlmpi-1	kjmbiafa-1
ilmbpjai-1	kjmbohlg-1
ilmakldl-1	kjmbpmoc-1
ilmeolhg-1	kjmcgdhg-1
illkgjmg-1	kjmijgcc-1
illgopcb-1	kjmfdcme-1
illihnin-1	kjmkoeci-1
illhcpen-1	kjmekafh-1
illpeoed-1	kjmfhpde-1
iomehecc-1	kjmgeikf-1
ilmaaifa-1	kjmggbge-1
ilmaepgn-1	kjmghpne-1
ilmacheb-1	kjmhhgeh-1
illphnme-1	kjmhhodi-1
illkegke-1	kjmhnbjh-1
illolfej-1	kjmijeia-1
illgcalg-1	kjmipkln-1
illfdbhm-1	kjmjfpfj-1
iomcdiom-1	kjmjjoee-1
illpahnh-1	kjmjpfch-1
ilmjgoon-1	kjmkhpaa-1
iomhngan-1	kjmlccbf-1
illijche-1	kjmlecnn-1
ilmhjfod-1	kjmlkddh-1
illleejj-1	kjmmpgho-1
illflcbh-1	kjmmgldn-1
illgijbc-1	kjnghimo-1
ionkadop-1	kjmnhoee-1
ilmajjkg-1	kjmophjo-1
iooaidii-1	kjmpibdh-1
ilkeikea-1	kjmpmjmi-1
iooaepee-1	kjnaeijo-1
ionpleng-1	kjnafhdm-1
ilmhkhjf-1	kjnbggop-1
ilknkcid-1	kjohkijm-1
ilklohmd-1	kjnbojno-1
ilkldncm-1	kjndcbdo-1
ilkkcklk-1	kjndjglf-1
ilklehln-1	kjndkojj-1
ilkmndio-1	kjndmppf-1
ilmjaoch-1	kjndnhlj-1
ilkkckic-1	kjnefkia-1
ilkjnacf-1	kjnebkho-1
ilkmbepm-1	kjnehdcg-1
ilmebcff-1	kjneibai-1
ilmdidmj-1	kjnekgfe-1
ilmggmfh-1	kjneocck-1
ilmggimk-1	kjnfeggg-1
imedcdfc-1	kjnfnhni-1
iomjfggk-1	kjnfpejm-1
ilmfcjlb-1	kjngnnng-1
ilmkdjkp-1	kjngogcc-1
ilkekgkj-1	kjnhfmhg-1
ilkmceka-1	kjniemdb-1
ilknnpbe-1	kjnhhlol-1
ipnjhkcc-1	kjnkljhc-1
ipmboifc-1	kjnkmmgp-1
ipmbcikl-1	kjnkmobg-1
ipnjocdm-1	kjnkpmnf-1
ipmdenda-1	kjnlafie-1
iplembgd-1	kjnmeoba-1
ipmdfdnp-1	kjnmakde-1
iplccnel-1	kjnmicgm-1
ipmphlao-1	kjnmonha-1
ipmafdng-1	kjnmkdip-1
ipmonoho-1	kjnmkjhj-1
ipljbjhi-1	kjnnlfkh-1
iplohofe-1	kjnoajjd-1
iooagefn-1	kjonbldf-1
iplhdhbd-1	kjnoggdn-1
iplgapfh-1	kjnonhpj-1
iploomfl-1	kjnpbhjk-1
ipmajfhj-1	kjnpcgbl-1
iplinjcm-1	kjnpljph-1
iplgiacg-1	kjnpggnn-1
iplnkabd-1	kjnpohea-1
iplnhefd-1	kjoackdf-1
iplnnaea-1	kjoagikh-1
iplobnbn-1	kjoaiggc-1
ipngnmpi-1	kjobcnge-1
ipnggjpd-1	kjobihhk-1
ipngklbk-1	kjocdaje-1
ipleemlj-1	kjocjigm-1
iplehanc-1	kjociehp-1
iplngnio-1	kjocolae-1
iplchnno-1	kjoclnaa-1
ipnfolal-1	kjocpjka-1
iplokomn-1	kjodanok-1
ipliljae-1	kjolmfdm-1
iplgjhpa-1	kjoeclbf-1
imgkbncg-1	kjpghphm-1
imgjnfno-1	kjoneila-1
imgkfbkl-1	kjoeilap-1
ilkhbghg-1	kjoejdak-1
ilkepain-1	kjoemljc-1
imgkooco-1	kjokehlg-1
imgmiohk-1	kjofkggh-1
ilkhlppp-1	kjogheff-1
ilkhknnc-1	kjoghioe-1
imglghap-1	kjogolda-1
ilkfajac-1	kjogombc-1
ilkfifgf-1	kjogpecn-1
ilkfmlpg-1	kjohebmp-1
ilknkded-1	kjoiadne-1
ilkhdjcm-1	kjoiaigi-1
ilkpdjne-1	kjoijmed-1
ilkgfdbo-1	kjoilijp-1
imgjobcc-1	kjonhhpg-1
imhaadnm-1	kjoipcam-1
imgnojah-1	kjoinpml-1
imhcfpja-1	kjoldake-1
imgmpelj-1	kjojkhjf-1
imgmmbmk-1	kjojmpih-1
imglekle-1	kjokmaln-1
imgmgiho-1	kjokbehp-1
imglcajf-1	kjokblib-1
imgpifao-1	kjolcchp-1
imhbejfc-1	kjolchad-1
imgknbkb-1	kjonmddm-1
imgkigji-1	kjoliopi-1
imgkgjbp-1	kjolnkoc-1
imgkljhg-1	kjolplkn-1
imgnkend-1	kjomdbbc-1
iplfkmpn-1	kjomgaol-1
ilkemlfo-1	kjomhcpg-1
ipllkigp-1	kjoocfei-1
ipllmbin-1	kjpjnejg-1
iplndeje-1	kjoogkpi-1
ipljhhjb-1	kjpblnij-1
imkhbafa-1	kjphgodg-1
imgjmeel-1	kjopgjpj-1
imgjcabo-1	kjopgmid-1
imkfhkgn-1	kjopifhc-1
iplmdhla-1	kjpeobkk-1
iplliclf-1	kjpjkhji-1
iplkgbpb-1	kjpalcem-1
ipllakgb-1	kjpalamk-1
imkfpobn-1	kjpkceof-1
iplkbkhi-1	kjpcaggm-1
iplkedkk-1	kjpbglfj-1
imkilada-1	kjpcdega-1
imkggkgm-1	kjpgomhp-1
imkmpmfk-1	kjpmemcf-1
imkcebfi-1	kjpeblja-1
imkimjij-1	kjpeifmi-1
imkfoima-1	kjpemcii-1
imkhmjmg-1	kjpgggfa-1
imjohlnc-1	kjpfmdnj-1
imkigffa-1	kjpgamod-1
imkikfkb-1	kjpgbdej-1
imkfobfn-1	kjpiiken-1
imkfkehl-1	kjphhfic-1
imkggeeh-1	kjphokhn-1
imkjepjc-1	kjpiepec-1
imkgddke-1	ohccjinl-1
ipmcjjdn-1	kjpjojhm-1
imkjgfdg-1	kjpkhbab-1
ipmdckep-1	kjpkckaf-1
imklegnc-1	kjpldiee-1
imkfafch-1	kjpljofe-1
imkjjcii-1	kjpmnonf-1
imkkjphm-1	kjpojbck-1
imknggcp-1	kjpndfgj-1
ilaimldh-1	kjponmam-1
ilhlbgpm-1	kjponnfh-1
ilhomlke-1	kkacbbkh-1
ilhoopjb-1	kjppfeco-1
iljbajif-1	kkadhaam-1
iliopbln-1	kkaaaklb-1
iljbgimp-1	kkbmhdcb-1
iljapgce-1	kkacmcma-1
ilhmjalk-1	kkabjkdf-1
ilhmkbhm-1	kkamchpp-1
iljcblaa-1	kkablihj-1
iljboogj-1	kkabpadi-1
iljcgpmh-1	kkaccfjo-1
ilioddep-1	kkaclpha-1
iliagjpd-1	kkadhbbi-1
ilibnpal-1	kkadmnmo-1
ilhhhbcf-1	kkaeacnf-1
ilibnoop-1	kkaebmpj-1
ilhkmkhf-1	kkaecakf-1
ilghphkf-1	kkaekcgn-1
ilgidogj-1	kkaenoeo-1
ikpdjjej-1	kkaeonjp-1
ilfpgcfp-1	kkaflecn-1
iliainde-1	kkaflcha-1
iliajjee-1	kkafnkih-1
ilfndafj-1	kkahmemn-1
ilgigkkl-1	kkagbdcf-1
iliaeknk-1	kkaiapol-1
ilhplehp-1	kkaielam-1
iliaihha-1	kkaibmod-1
ilhpkcak-1	kkajlhpo-1
ilaobepi-1	kkailboi-1
ilhmcomj-1	kkainhjk-1
ilhnkicf-1	kkainiga-1
ilhoacpo-1	kkajgiid-1
ilioeebh-1	kkajgpbh-1
ilifnckp-1	kkakeibk-1
ilihomld-1	kkakeobk-1
iliaocll-1	kkakhhcl-1
iliiclhh-1	kkaklhhc-1
ilibanao-1	kkakpcjc-1
ilamfaah-1	kkakpmhi-1
ilamdncj-1	kkaldhic-1
ilifpkaf-1	kkalfhei-1
ilialdnk-1	kkaljcao-1
iligdkgp-1	kkalomhe-1
ilihpmim-1	kkamanoj-1
ilifpejd-1	kkamdabc-1
iligceim-1	kkampmne-1
iliogagf-1	kkanlhlh-1
ipnlnfka-1	kkapinee-1
ipnkcfea-1	kkapbofd-1
iljdnnnf-1	kkbccofi-1
iljcppec-1	kkapmbpa-1
iljeefic-1	kkbadkgj-1
iljeglln-1	kkblpmlo-1
ilgkdijn-1	kkbcodgg-1
iljeagmn-1	kkbdkema-1
ilipbhhf-1	kkbbmlip-1
ilgkemob-1	kkbclibc-1
iljdkdcc-1	kkbdfhjd-1
ilgnlofe-1	kkbebbkd-1
ilhkchpl-1	kkbfclhd-1
ilhhcjll-1	kkbegjjl-1
ilhhdnlo-1	kkbehgeh-1
ilgmdoaj-1	kkbfanhi-1
ilhjcdod-1	kkbehlmf-1
ilgkeign-1	kkbfgllg-1
ilibiphf-1	kkbfgpni-1
iljglmhg-1	kkbgalkg-1
ilikdmci-1	kkbgeblm-1
iljgagkd-1	kkbjbfnh-1
ilikpllg-1	kkbicnjp-1
iljhfejm-1	kkbimfdb-1
ililcfcd-1	kkbicnok-1
ilijnjob-1	kkbjgeol-1
ipklkemh-1	kkbjgjio-1
ipknbgcf-1	kkbjhmpg-1
ilimeaod-1	kkbjljbg-1
iljeeabj-1	kkbmfhdn-1
iljeofof-1	kkbnfbnm-1
iljemlhb-1	kkbmjnbh-1
iljbiljj-1	kkbmkfic-1
iljfkbml-1	kkbmlhai-1
ililclhd-1	kkbocchj-1
ilikpjna-1	kkbnobdg-1
ililcimo-1	kkboacdp-1
ipkkapee-1	kkbpfgni-1
iljcmpdl-1	kkbolnda-1
ilikkpkf-1	kkboodgp-1
hlopmpnj-1	ohccldgl-1
hlopldcp-1	kkbpiebb-1
hlpadmin-1	kkbpjeej-1
hloojjmh-1	kkbpjgmh-1
hlonfhok-1	kkbpnhne-1
hloobamh-1	kkcakofd-1
hlooakdi-1	kkcaeacd-1
hlongoij-1	kkcaeiif-1
hllgkiog-1	kkccognd-1
hloobmdo-1	kkccijje-1
hllhione-1	kkccplkf-1
ilcmmphb-1	kkkclopj-1
hllhmcch-1	kkccpmga-1
hlolgcdn-1	kkcdaabb-1
hllijegc-1	kkcdgjmk-1
hllifepl-1	kkcdgjnf-1
hllikicd-1	kkcdmpng-1
hlljknmp-1	kkceimag-1
hllimiok-1	kkdefgob-1
hlokhbji-1	kkcehlid-1
hlohghfe-1	kkcejfnp-1
hlogmaol-1	kkcejjgd-1
hloicokl-1	kkcfbcag-1
hloghijh-1	kkcfdkeg-1
hlknkahe-1	kkcfpked-1
hlklppeh-1	kkdnellc-1
hlkmkalk-1	kkdmlkip-1
hlnaoikd-1	kpkjdoph-1
hlolcadc-1	kkcgadcb-1
hllidmgm-1	kkcggibc-1
hlojkife-1	kkcgmlhi-1
hlohkpkg-1	kkcgpijf-1
hloilcee-1	kkchficl-1
hlojpiog-1	kkchhcmi-1
hlojpmfi-1	kkcigdfg-1
hlokedbp-1	kkchmpgp-1
hloicafd-1	kkchpkbh-1
ilbiffoh-1	kkcicpmd-1
hlololhb-1	kkcidfpb-1
hlomgkjm-1	kkcidhae-1
hlonobia-1	kkcidlkp-1
hlpangil-1	kkcjachp-1
hlkpgehf-1	kkcjjfjp-1
hllafedp-1	kkcjclii-1
hlkpejhl-1	kkcjpofe-1
hllkphif-1	kpgljfmi-1
hllnkppc-1	kkckghgm-1
hlllgnlb-1	kkckjejh-1
hllnjlbn-1	kkckjnde-1
hlkokhld-1	kpgcjjgn-1
hlllihff-1	kkclaieh-1
hlmfhjdn-1	kkcliamp-1
hlmfgmmc-1	kkclmldh-1
hlmfbjod-1	kkcmbcpa-1
hllljjcf-1	kkcmhaef-1
hlmemhfh-1	kkconkjd-1
hllabcpp-1	kkcpcnfm-1
ilcilhlo-1	kkcpikia-1
hllnccff-1	kkcpjlci-1
hlkpmobn-1	kkdadlhb-1
hllmkchm-1	kkdajdpi-1
hllbaflm-1	kkdamkcc-1
hlmgoijb-1	kkdapbcc-1
hlmflhco-1	kkdbgmkg-1
hlmhikcn-1	kkdbpnkf-1
hllmjigo-1	kkdcampl-1
hllmjigg-1	kkdcipnb-1
hllmgacn-1	kkdcjajm-1
hllmjfbk-1	kkddchki-1
hlmhnhpe-1	kkddjbno-1
hlmgbpfh-1	kkddendm-1
hllmcfmh-1	kkddloeo-1
hllljhjb-1	kkddlikp-1
hllkogbm-1	kkddofgh-1
hlljffdc-1	kkdegnkl-1
hllcjoga-1	kkdelcop-1
hlldmfbh-1	kkdeoafb-1
hllcmagd-1	kkdffmhb-1
hllhoifa-1	kkdfgejf-1
hllgkigb-1	kkdiaipb-1
hllcebnc-1	kkdnkkjl-1
hllgloec-1	kkdgbbki-1
hllhhpha-1	kkdgaemh-1
ilclknle-1	kkdgdmhc-1
hlkodgbo-1	kkdgnlac-1
hlkokojb-1	kkdgmcjl-1
hlkoielp-1	kkdhbflh-1
hlkknkan-1	kkdhfblg-1
hlknoaol-1	kkdhniem-1
hlldpioe-1	kkdiknmh-1
hllfgepa-1	kkdifodb-1
ilclmffc-1	kkdijloi-1
hlleaggl-1	kkdimpbm-1
hlkpholi-1	kkdipigm-1
hllboklm-1	kkdkalfe-1
hllgiggc-1	kkdkbbij-1
hllfghon-1	kkdkdmim-1
hllflkii-1	kkdkgbog-1
hllgaoek-1	kkdmcnbd-1
hllecleo-1	kkdmdmdh-1
hlndnhef-1	kpdcdecj-1
hlkloopk-1	kkdmhpno-1
hlkljgke-1	kkdmmmma-1
hlkljnmp-1	kkdmmpla-1
hlkkmoil-1	kkdnlkkk-1
hlklbook-1	kkdndpgb-1
hlklemgm-1	kkdneblm-1
ilcodpib-1	kkecjgaa-1
ilcokcfd-1	ohcdglca-1
ildaeggd-1	kkdofmcc-1
ilckmnmh-1	kkdoicai-1
ilclkece-1	kkeblblj-1
ilckmdbe-1	kkdpcdeg-1
ildbiinl-1	kklbhggg-1
ildalogp-1	kkeffffj-1
ildaphjd-1	kkedamme-1
ilclfnig-1	kkebikbb-1
ilclbcni-1	kkecocmg-1
ilcpljei-1	kkecmkcm-1
ilcmecmb-1	kkefoggh-1
ilddpbjb-1	kkegidmc-1
ildddmmk-1	kkehbgce-1
ilclplme-1	kkefoahd-1
ilbdpkhc-1	kkehfndp-1
ilcokkke-1	kkkknmgn-1
iknpnkdn-1	kkekgcpk-1
ikocnppc-1	kkeiihpn-1
ikocgcbl-1	kkekfemm-1
ikoapnlb-1	kkeifclk-1
ikobhjap-1	kkeikdad-1
ikolkaak-1	kkihkhhk-1
iknpkpjd-1	kkeioggb-1
ikoccboa-1	kkejjhki-1
ikockhhp-1	kkfajhpa-1
ikocmnmm-1	kkejmonh-1
iknoomdd-1	kkekfjbn-1
ikoabdcj-1	kkekmcdf-1
ikoanhaj-1	kkekkbmh-1
ikoafpbd-1	kkekmeic-1
ikolkkih-1	kkelajdh-1
ikopdein-1	kkelecdc-1
ikompikb-1	kkeljhjc-1
ikomdale-1	kkelniio-1
ikoolgdj-1	kkemafnj-1
ikonilmn-1	kkfcbbij-1
ikoninpi-1	kkemmhif-1
ikoofada-1	kkendgom-1
ikonjkpa-1	kkenfopm-1
ikoncjim-1	kkeniilp-1
ikonhiln-1	kkeofbkj-1
ilabgknb-1	kkepkonj-1
ikoafcom-1	kkfafljk-1
ikokijcn-1	ohcdkhnf-1
ikoknmdb-1	kkfbdlif-1
ikokogfa-1	kkfcblkd-1
ionbbajd-1	kkfdghpj-1
ionaaibc-1	kkflpahe-1
iompkifi-1	kkfgecpd-1
ionhikpg-1	kkfgjjej-1
ionfgkdd-1	kkfgobeb-1
iongmkhc-1	kkfhanoj-1
iojlhkdh-1	kkfhcjnk-1
iojmfdmm-1	kkfhfonb-1
ionemnfl-1	kkfhhmmj-1
iomnffkb-1	kkfhlmlg-1
ioofkjkl-1	kkfihgin-1
ionniaga-1	kkfiopob-1
iooheeah-1	kkfjffbl-1
iooikkgl-1	kkfjgmpf-1
ioojanij-1	kkfjjijc-1
ipbihiil-1	kkfkcdbd-1
jkmgbfge-1	kkfkbacm-1
ipbhodjf-1	kkfkjgcc-1
ipbcgldp-1	kkfkoeao-1
jkmghnem-1	kkfkoebe-1
jkmgofao-1	kkfldnca-1
jkmhbfop-1	kkflnohc-1
jkmdpnol-1	kkfloccc-1
jkllgnlp-1	kkfmcldj-1
iookbpim-1	kkfmjagn-1
ioojfeid-1	kkfmjbkh-1
jklonjja-1	kkfmjkmk-1
jklpplid-1	kkfmkofb-1
jklnehgp-1	kkfmogpc-1
ioolgbpi-1	kkfnbagm-1
jklnolhp-1	kkfnbpgd-1
ioojllpo-1	kkfndclp-1
jkmmphod-1	kkfnedna-1
jkmajnpp-1	kkfnopio-1
jklijbho-1	kkfpaphp-1
jklhihdp-1	kkfoehie-1
jklhmaco-1	kkfohagp-1
jkmciobe-1	kkfpghff-1
jkmpinao-1	kkfpmkhn-1
jkmaoobp-1	kkgadbcd-1
jkmciogl-1	kkgajcbk-1
jkncaebi-1	kkganolj-1
ioofjnjo-1	kkgaoifa-1
jkncckcp-1	kkgbbpdp-1
jkmkigdk-1	kkgbclon-1
jkncnlmb-1	kkgbkkil-1
ipebeljm-1	kkgblggj-1
jkmiklmd-1	kkgcblim-1
jkmafebp-1	kkgcemco-1
jkmcpmkc-1	kkgcomoa-1
jkmojlbi-1	kkgdchio-1
ilepobjg-1	kkgdciig-1
iljhnoko-1	kkgfmddb-1
iljhlndk-1	kkgdjagc-1
iljhjmfe-1	kkhdnnnd-1
ilaeilae-1	kkhhloaj-1
iljhfhem-1	kkgojbjk-1
iljfnppo-1	kkghbane-1
iljhigcj-1	kkgollnn-1
ippdhhjl-1	kkgheinn-1
ippckfli-1	kkghlpjj-1
ippcmjbk-1	kkgibnfo-1
ipjpmnlk-1	kkgjfcfe-1
ippahohp-1	kkgjfoae-1
ipkapppc-1	kkgjhcdo-1
ipjpjpli-1	kkgjjfjf-1
ipkabohg-1	kkgjlojm-1
jklnacbe-1	kkglilbd-1
ippinemb-1	kkgjnjfl-1
jklmgehf-1	kkgkaefn-1
ippnoklp-1	kkglkgic-1
ipppcnae-1	kkglmeki-1
ipdojnba-1	kkgmpine-1
ipppccag-1	kkgnackf-1
ipeagdfp-1	kkgnbpbf-1
jklfhfka-1	kkgncjbk-1
jklgaiho-1	kkgnfooh-1
iljgmigg-1	kkgodjnh-1
iljhfcce-1	kkgofloj-1
ipmfjgmp-1	kkgooeld-1
iljbjcah-1	kkhfbgce-1
ilahlddk-1	kkhekogh-1
ilhlapfj-1	kkhakdci-1
ilahmonm-1	kkhodefl-1
ilabnbkd-1	kkhanjih-1
ilaeikbg-1	kkhhjgcd-1
ilaenfdn-1	kkhkpjfe-1
ilaiigie-1	kkhejamb-1
ilhpckpa-1	kkhfdjkm-1
ilailahd-1	kkhfahkc-1
ilaidaek-1	kkhfkjep-1
ilafngad-1	kkhfknlk-1
ilagjbei-1	kkhgdllg-1
ilaffjon-1	kkhhdbbm-1
ilafagmg-1	kkhhcfdf-1
ilaelmgh-1	kkhkcdck-1
ilfkblhh-1	kkjookcf-1
ilaghdlj-1	kkhjhhnp-1
ilagfbfg-1	kkhkdgfm-1
ildjfmik-1	ohcdodoi-1
ilaebjog-1	kkicfgcp-1
ilaepckn-1	kkhldlpm-1
ilacieic-1	kkhoddmc-1
ilajfgfg-1	kkhlhlal-1
ilacgjcg-1	kkhlkepd-1
ilaclada-1	kkhniogh-1
ilanbndl-1	kkhmhjbj-1
ilbabmnd-1	kkhmjefl-1
ilaogpnk-1	kkhmjhdc-1
ilakeifi-1	kkhmlohn-1
ilanbdkg-1	kkhmoglh-1
ilaneblh-1	kkhnbmbe-1
ilackhdl-1	kkhnnjnp-1
ilacnhii-1	kkhnljde-1
ilabhagg-1	kkhoaemp-1
ilaglfmi-1	kkhonpbg-1
ilahggdh-1	kkhpmoji-1
ilbbioge-1	kkhpccdf-1
ilahbmjj-1	kkhphdfh-1
ilbaibnc-1	kkhpigng-1
ildlggep-1	kkiefigl-1
ildjhjll-1	kkiadcje-1
ildjecma-1	kkiafbbe-1
ildjjhbe-1	kkiafjlk-1
ildkappi-1	kkiecknf-1
ildkgghd-1	kkigadli-1
ilabjjhf-1	kkidjhpb-1
ilabookm-1	kkichnmc-1
ildjmhkc-1	kkidibdp-1
ilecbfci-1	kkidppbj-1
ildlefmp-1	kkihjlib-1
ildjpbak-1	kkielpgn-1
ilacahhb-1	kkiigifa-1
ildpoklc-1	kkkhdllp-1
ildjcpan-1	kkifipgl-1
ildjjphd-1	kkifmfep-1
ilecciba-1	kkifnocg-1
ildlbhcn-1	kkigdpif-1
iladfagh-1	kkihokac-1
iladpdcp-1	kkijdkld-1
iladcaen-1	kkiiigha-1
ildigela-1	kkiinohk-1
ildikcbh-1	kkikcgbb-1
ipolgaja-1	kkikcmlp-1
ilcbfomp-1	kkikjngp-1
ilcadipg-1	kkiklogj-1
ilbmmnaj-1	kkiknekc-1
ipodbhlc-1	kkikogba-1
ilddankj-1	ohceahbn-1
ilcgnfpk-1	kkileecp-1
ipfdkkig-1	kkilhgff-1
ipbdgimh-1	kkilnlde-1
ipbhcele-1	kkimjnnc-1
ipbgppfp-1	kkimcomk-1
ipbhglkl-1	kkimdmfk-1
ipbbkiof-1	kkimpjbp-1
ipeppbfh-1	kkinkodp-1
jaajmgaf-1	kkinmbdm-1
jaaipfdm-1	kkjagcbc-1
jaailjgc-1	kkioabaa-1
ipcjkbil-1	kkjbocjn-1
ipegiokp-1	kkipemje-1
ipckcibi-1	kkjadfbb-1
ipemkdaf-1	kkippcjl-1
ipckfdka-1	kkjbhnhl-1
jaajonil-1	kkjakepg-1
ipceplbi-1	kkjaknbm-1
ipcimoeh-1	kkjbfanj-1
ildpnfbg-1	kkjgenmc-1
ildplchm-1	kkjcdadl-1
ipbnkpjm-1	kkjdpifj-1
ipbkjidf-1	kkjdplkd-1
iljnpjhd-1	kkjebloa-1
ildnbnke-1	kkjecinc-1
ipcgfdmm-1	kkjeffnb-1
ipbmfipd-1	kkjeioph-1
ildlpbkd-1	kkjekbnl-1
ildhdmli-1	kkjfaang-1
ildhmiig-1	kklcmeno-1
ildfoejo-1	kkjgaoee-1
ilcdfghj-1	kkjgoabf-1
ileelafd-1	kkjhbefm-1
ilcaokpa-1	kkjhnhgp-1
ilcdhcnn-1	kkjhngif-1
ilflamoa-1	kkjikbgg-1
ilflabom-1	kkjiecnp-1
ipodgfni-1	kkjipgoh-1
jachkmin-1	kkjilafn-1
jabneccn-1	kkjipkfn-1
ipkbecbm-1	kkjipldi-1
jabglohk-1	kkjjhnba-1
jacddfjf-1	kkjjoikj-1
jabghlbb-1	kkjkbiog-1
jabomjbb-1	kkjkkeec-1
ilffookf-1	kkjkpami-1
jacbpnei-1	kkjkpmgm-1
ilempcjf-1	kkjnkakj-1
jacbcgfl-1	kkjmcope-1
jacajdpb-1	kkjmcpha-1
jabonbgc-1	ohbonnhn-1
jacapnaf-1	kkjmhdbo-1
iplaebcd-1	kkjmincc-1
ipkpmmfb-1	kkjnbhgd-1
ipkoihoa-1	kkjnelpa-1
jabmgacj-1	kkjnjijg-1
jacbflkd-1	kkjnkogc-1
ilfkolck-1	kkjnohep-1
ilfkgmnn-1	kkjobdem-1
ilfjnbia-1	kkjohdpe-1
ilfldnbk-1	kkjomikb-1
ilfeacbg-1	kkjoniha-1
ilfflohp-1	kkjppfjo-1
ilfafckj-1	kkjpcgli-1
ilficfhm-1	kkjpjkmi-1
ilfflanh-1	kkkahhfh-1
ilfhpgbk-1	kkkaioca-1
ilfgpeah-1	kkkajobc-1
ilepckeh-1	kkkbblmo-1
ilfgpbkh-1	kkkbclmp-1
ilcmfeho-1	kkkbdofh-1
ilclohol-1	kkkbnbdk-1
ildefjfb-1	kkkeiecd-1
ilbedbdn-1	kkkdnjfc-1
ilbdmhha-1	kkknfnjo-1
ilbegjkj-1	kklcccck-1
iledfgpe-1	kkkeopjo-1
ilebiecc-1	kkkhoeoh-1
ilebdelf-1	kkkfdefp-1
ilejhflb-1	kkkfigbj-1
ilehahep-1	kkkfoiok-1
ileedlea-1	kkkfpnlc-1
ildpodpf-1	kkkhdagn-1
iledcnna-1	kkkhnnna-1
ilecnjej-1	kkkiikdb-1
ileibilj-1	kkklancp-1
ilcplaen-1	kkkjpnio-1
ilcinanh-1	kkkiniom-1
ildaedhk-1	kkkjcejg-1
ilcjmknp-1	kkkjikco-1
ilcpphoc-1	kkkjmdmj-1
ildaijpl-1	kkkkjckn-1
ilcpcbam-1	kkklclmh-1
ilcjmnil-1	kkklgchi-1
ilcihomd-1	kkklnpci-1
ilcjeogf-1	kkkmabpi-1
ildhofdg-1	kklafobm-1
ildhmnml-1	kklfcpla-1
ildemfmn-1	kklbnpag-1
ilcmodbh-1	kklednbb-1
ilbgmpgb-1	ohbpdphf-1
ilbffiip-1	kklhggih-1
kbohnibm-1	kklijmfo-1
kbdaingl-1	kklikmca-1
kbohinem-1	kmgfameh-1
kbiijfil-1	kklingko-1
kbdaodip-1	kkndginm-1
kbodkcbd-1	kklkaegc-1
kbolnlap-1	kklkafhi-1
kbomcgcp-1	kklkcmbf-1
kbdcoboi-1	kklkdfck-1
kbhbmjhb-1	kklkehih-1
kbdbcfoh-1	kklkfmko-1
kbdbnagb-1	kklkgekh-1
kbpfbmcg-1	kmfoikjl-1
kbpaochn-1	kklkmnad-1
kbhejbda-1	kkllelef-1
kbhgpmhk-1	kkllimgk-1
kbpfbfic-1	kmfnkpjo-1
